gene	ID	chr	start	end	discription
MAN1C1	ENSG00000117643	1	25943959	26112698	mannosidase, alpha, class 1C, member 1 
SEPN1	ENSG00000162430	1	26126667	26144713	selenoprotein N, 1 
MTFR1L	ENSG00000117640	1	26145131	26159432	mitochondrial fission regulator 1-like 
AUNIP	ENSG00000127423	1	26158414	26185903	aurora kinase A and ninein interacting protein 
PAQR7	ENSG00000182749	1	26187701	26197744	progestin and adipoQ receptor family member VII 
STMN1	ENSG00000117632	1	26210672	26233482	stathmin 1 
PAFAH2	ENSG00000158006	1	26286258	26324648	platelet-activating factor acetylhydrolase 2, 40kDa 
EXTL1	ENSG00000158008	1	26346375	26362955	exostosin-like glycosyltransferase 1 
SLC30A2	ENSG00000158014	1	26363743	26372624	solute carrier family 30 (zinc transporter), member 2 
TRIM63	ENSG00000158022	1	26377795	26394927	tripartite motif containing 63, E3 ubiquitin protein ligase 
PDIK1L	ENSG00000175087	1	26437664	26452034	PDLIM1 interacting kinase 1 like 
FAM110D	ENSG00000197245	1	26485511	26489119	family with sequence similarity 110, member D 
ZNF593	ENSG00000142684	1	26496362	26498551	zinc finger protein 593 
CNKSR1	ENSG00000142675	1	26503894	26516377	connector enhancer of kinase suppressor of Ras 1 
CATSPER4	ENSG00000188782	1	26517052	26529459	cation channel, sperm associated 4 
CEP85	ENSG00000130695	1	26560691	26605299	centrosomal protein 85kDa 
SH3BGRL3	ENSG00000142669	1	26605667	26608007	SH3 domain binding glutamic acid-rich protein like 3 
UBXN11	ENSG00000158062	1	26607819	26644854	UBX domain protein 11 
CD52	ENSG00000169442	1	26644448	26647014	CD52 molecule 
AIM1L	ENSG00000176092	1	26648350	26680621	absent in melanoma 1-like 
ZNF683	ENSG00000176083	1	26688125	26701013	zinc finger protein 683 
LIN28A	ENSG00000131914	1	26737269	26756213	lin-28 homolog A (C. elegans) 
DHDDS	ENSG00000117682	1	26758773	26797785	dehydrodolichyl diphosphate synthase 
HMGN2	ENSG00000198830	1	26798941	26802463	high mobility group nucleosomal binding domain 2 
RPS6KA1	ENSG00000117676	1	26856252	26901521	ribosomal protein S6 kinase, 90kDa, polypeptide 1 
ARID1A	ENSG00000117713	1	27022524	27108595	AT rich interactive domain 1A (SWI-like) 
PIGV	ENSG00000060642	1	27113963	27124889	phosphatidylinositol glycan anchor biosynthesis, class V 
ZDHHC18	ENSG00000204160	1	27153201	27184093	zinc finger, DHHC-type containing 18 
SFN	ENSG00000175793	1	27189633	27190947	stratifin 
GPN2	ENSG00000142751	1	27202624	27216788	GPN-loop GTPase 2 
GPATCH3	ENSG00000198746	1	27216979	27226957	G patch domain containing 3 
NUDC	ENSG00000090273	1	27226729	27273353	nuclear distribution C homolog (A. nidulans) 
NR0B2	ENSG00000131910	1	27237980	27240457	nuclear receptor subfamily 0, group B, member 2 
C1orf172	ENSG00000175707	1	27276053	27286897	chromosome 1 open reading frame 172 
TRNP1	ENSG00000253368	1	27320198	27327389	TMF1-regulated nuclear protein 1 
FAM46B	ENSG00000158246	1	27331511	27339327	family with sequence similarity 46, member B 
SLC9A1	ENSG00000090020	1	27425306	27493472	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 
WDTC1	ENSG00000142784	1	27561007	27635110	WD and tetratricopeptide repeats 1 
TMEM222	ENSG00000186501	1	27648651	27662891	transmembrane protein 222 
SYTL1	ENSG00000142765	1	27668513	27680421	synaptotagmin-like 1 
MAP3K6	ENSG00000142733	1	27681675	27693383	mitogen-activated protein kinase kinase kinase 6 
FCN3	ENSG00000142748	1	27695603	27701315	ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen) 
CD164L2	ENSG00000174950	1	27705666	27709870	CD164 sialomucin-like 2 
GPR3	ENSG00000181773	1	27719148	27722318	G protein-coupled receptor 3 
WASF2	ENSG00000158195	1	27730730	27816669	WAS protein family, member 2 
AHDC1	ENSG00000126705	1	27860546	27930942	AT hook, DNA binding motif, containing 1 
FGR	ENSG00000000938	1	27938575	27961788	feline Gardner-Rasheed sarcoma viral oncogene homolog 
IFI6	ENSG00000126709	1	27992572	27998729	interferon, alpha-inducible protein 6 
FAM76A	ENSG00000009780	1	28052490	28089633	family with sequence similarity 76, member A 
STX12	ENSG00000117758	1	28099694	28150963	syntaxin 12 
PPP1R8	ENSG00000117751	1	28157289	28178187	protein phosphatase 1, regulatory subunit 8 
THEMIS2	ENSG00000130775	1	28199055	28213196	thymocyte selection associated family member 2 
RPA2	ENSG00000117748	1	28218035	28241257	replication protein A2, 32kDa 
SMPDL3B	ENSG00000130768	1	28261504	28285668	sphingomyelin phosphodiesterase, acid-like 3B 
XKR8	ENSG00000158156	1	28285973	28294607	XK, Kell blood group complex subunit-related family, member 8 
EYA3	ENSG00000158161	1	28296855	28415207	eyes absent homolog 3 (Drosophila) 
PTAFR	ENSG00000169403	1	28473677	28520447	platelet-activating factor receptor 
DNAJC8	ENSG00000126698	1	28525967	28559536	DnaJ (Hsp40) homolog, subfamily C, member 8 
ATPIF1	ENSG00000130770	1	28562620	28573417	ATPase inhibitory factor 1 
SESN2	ENSG00000130766	1	28586038	28609002	sestrin 2 
MED18	ENSG00000130772	1	28655513	28662476	mediator complex subunit 18 
PHACTR4	ENSG00000204138	1	28696114	28826881	phosphatase and actin regulator 4 
RCC1	ENSG00000180198	1	28832455	28865812	regulator of chromosome condensation 1 
TRNAU1AP	ENSG00000180098	1	28879597	28905051	tRNA selenocysteine 1 associated protein 1 
TAF12	ENSG00000120656	1	28915835	28969597	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa 
RAB42	ENSG00000188060	1	28918712	28921955	RAB42, member RAS oncogene family 
GMEB1	ENSG00000162419	1	28995244	29045865	glucocorticoid modulatory element binding protein 1 
YTHDF2	ENSG00000198492	1	29063133	29096287	YTH domain family, member 2 
OPRD1	ENSG00000116329	1	29138654	29190208	opioid receptor, delta 1 
EPB41	ENSG00000159023	1	29213603	29446553	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) 
TMEM200B	ENSG00000253304	1	29445940	29450447	transmembrane protein 200B 
SRSF4	ENSG00000116350	1	29474255	29508499	serine/arginine-rich splicing factor 4 
MECR	ENSG00000116353	1	29519385	29557454	mitochondrial trans-2-enoyl-CoA reductase 
PTPRU	ENSG00000060656	1	29563028	29653325	protein tyrosine phosphatase, receptor type, U 
MATN1	ENSG00000162510	1	31184124	31196434	matrilin 1, cartilage matrix protein 
LAPTM5	ENSG00000162511	1	31205316	31230667	lysosomal protein transmembrane 5 
SDC3	ENSG00000162512	1	31342314	31381608	syndecan 3 
PUM1	ENSG00000134644	1	31404353	31538838	pumilio homolog 1 (Drosophila) 
NKAIN1	ENSG00000084628	1	31652592	31712401	Na+/K+ transporting ATPase interacting 1 
SNRNP40	ENSG00000060688	1	31732417	31769662	small nuclear ribonucleoprotein 40kDa (U5) 
ZCCHC17	ENSG00000121766	1	31769842	31837783	zinc finger, CCHC domain containing 17 
FABP3	ENSG00000121769	1	31838472	31849697	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor) 
SERINC2	ENSG00000168528	1	31882412	31907525	serine incorporator 2 
TINAGL1	ENSG00000142910	1	32042116	32053288	tubulointerstitial nephritis antigen-like 1 
HCRTR1	ENSG00000121764	1	32083287	32098119	hypocretin (orexin) receptor 1 
PEF1	ENSG00000162517	1	32095463	32110497	penta-EF-hand domain containing 1 
COL16A1	ENSG00000084636	1	32117848	32169920	collagen, type XVI, alpha 1 
BAI2	ENSG00000121753	1	32192718	32230494	brain-specific angiogenesis inhibitor 2 
SPOCD1	ENSG00000134668	1	32256023	32281652	SPOC domain containing 1 
PTP4A2	ENSG00000184007	1	32372022	32410457	protein tyrosine phosphatase type IVA, member 2 
KHDRBS1	ENSG00000121774	1	32479430	32526451	KH domain containing, RNA binding, signal transduction associated 1 
TMEM39B	ENSG00000121775	1	32537632	32568467	transmembrane protein 39B 
KPNA6	ENSG00000025800	1	32573639	32642169	karyopherin alpha 6 (importin alpha 7) 
TXLNA	ENSG00000084652	1	32645287	32663886	taxilin alpha 
CCDC28B	ENSG00000160050	1	32665987	32670988	coiled-coil domain containing 28B 
IQCC	ENSG00000160051	1	32671236	32674288	IQ motif containing C 
DCDC2B	ENSG00000222046	1	32674695	32681797	doublecortin domain containing 2B 
TMEM234	ENSG00000160055	1	32680073	32687972	transmembrane protein 234 
EIF3I	ENSG00000084623	1	32687529	32697205	eukaryotic translation initiation factor 3, subunit I 
FAM167B	ENSG00000183615	1	32712834	32714457	family with sequence similarity 167, member B 
LCK	ENSG00000182866	1	32716840	32751766	lymphocyte-specific protein tyrosine kinase 
HDAC1	ENSG00000116478	1	32757687	32799236	histone deacetylase 1 
MARCKSL1	ENSG00000175130	1	32799433	32801980	MARCKS-like 1 
TSSK3	ENSG00000162526	1	32817122	32829913	testis-specific serine kinase 3 
FAM229A	ENSG00000225828	1	32826871	32829879	family with sequence similarity 229, member A 
BSDC1	ENSG00000160058	1	32830704	32860332	BSD domain containing 1 
ZBTB8B	ENSG00000215897	1	32930670	32953461	zinc finger and BTB domain containing 8B 
ZBTB8A	ENSG00000160062	1	33005028	33071540	zinc finger and BTB domain containing 8A 
ZBTB8OS	ENSG00000176261	1	33065773	33116504	zinc finger and BTB domain containing 8 opposite strand 
RBBP4	ENSG00000162521	1	33116743	33151812	retinoblastoma binding protein 4 
SYNC	ENSG00000162520	1	33145507	33169197	syncoilin, intermediate filament protein 
KIAA1522	ENSG00000162522	1	33207486	33240571	KIAA1522 
YARS	ENSG00000134684	1	33240840	33283754	tyrosyl-tRNA synthetase 
S100PBP	ENSG00000116497	1	33282368	33324476	S100P binding protein 
FNDC5	ENSG00000160097	1	33327869	33338083	fibronectin type III domain containing 5 
HPCA	ENSG00000121905	1	33351595	33364042	hippocalcin 
TMEM54	ENSG00000121900	1	33360195	33367039	transmembrane protein 54 
RNF19B	ENSG00000116514	1	33402046	33430286	ring finger protein 19B 
AK2	ENSG00000004455	1	33473585	33546597	adenylate kinase 2 
ADC	ENSG00000142920	1	33546705	33586131	arginine decarboxylase 
TRIM62	ENSG00000116525	1	33611003	33647660	tripartite motif containing 62 
ZNF362	ENSG00000160094	1	33722146	33766320	zinc finger protein 362 
A3GALT2	ENSG00000184389	1	33772367	33786699	alpha 1,3-galactosyltransferase 2 
PHC2	ENSG00000134686	1	33789224	33896653	polyhomeotic homolog 2 (Drosophila) 
ZSCAN20	ENSG00000121903	1	33938246	33962107	zinc finger and SCAN domain containing 20 
CSMD2	ENSG00000121904	1	33979609	34631443	CUB and Sushi multiple domains 2 
HMGB4	ENSG00000176256	1	34326076	34330392	high mobility group box 4 
C1orf94	ENSG00000142698	1	34632484	34684732	chromosome 1 open reading frame 94 
SMIM12	ENSG00000163866	1	35178338	35325417	small integral membrane protein 12 
GJB5	ENSG00000189280	1	35220648	35224113	gap junction protein, beta 5, 31.1kDa 
GJB4	ENSG00000189433	1	35225342	35229325	gap junction protein, beta 4, 30.3kDa 
GJB3	ENSG00000188910	1	35246790	35251970	gap junction protein, beta 3, 31kDa 
GJA4	ENSG00000187513	1	35258599	35261348	gap junction protein, alpha 4, 37kDa 
DLGAP3	ENSG00000116544	1	35331037	35395186	discs, large (Drosophila) homolog-associated protein 3 
ZMYM6NB	ENSG00000243749	1	35447136	35450954	ZMYM6 neighbor 
ZMYM6	ENSG00000163867	1	35449523	35497569	zinc finger, MYM-type 6 
ZMYM1	ENSG00000197056	1	35525387	35581460	zinc finger, MYM-type 1 
SFPQ	ENSG00000116560	1	35641979	35658749	splicing factor proline/glutamine-rich 
ZMYM4	ENSG00000146463	1	35734568	35887659	zinc finger, MYM-type 4 
KIAA0319L	ENSG00000142687	1	35899091	36023551	KIAA0319-like 
NCDN	ENSG00000020129	1	36023074	36032875	neurochondrin 
TFAP2E	ENSG00000116819	1	36038971	36060929	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) 
PSMB2	ENSG00000126067	1	36067185	36107445	proteasome (prosome, macropain) subunit, beta type, 2 
C1orf216	ENSG00000142686	1	36179476	36185073	chromosome 1 open reading frame 216 
CLSPN	ENSG00000092853	1	36185819	36235568	claspin 
AGO4	ENSG00000134698	1	36273773	36323491	argonaute RISC catalytic component 4 
AGO1	ENSG00000092847	1	36335409	36395211	argonaute RISC catalytic component 1 
AGO3	ENSG00000126070	1	36396319	36538101	argonaute RISC catalytic component 3 
TEKT2	ENSG00000092850	1	36549676	36553876	tektin 2 (testicular) 
ADPRHL2	ENSG00000116863	1	36554476	36559533	ADP-ribosylhydrolase like 2 
COL8A2	ENSG00000171812	1	36560837	36590821	collagen, type VIII, alpha 2 
TRAPPC3	ENSG00000054116	1	36602173	36615098	trafficking protein particle complex 3 
MAP7D1	ENSG00000116871	1	36621180	36646450	MAP7 domain containing 1 
THRAP3	ENSG00000054118	1	36690017	36770958	thyroid hormone receptor associated protein 3 
SH3D21	ENSG00000214193	1	36771988	36790484	SH3 domain containing 21 
EVA1B	ENSG00000142694	1	36787632	36789755	eva-1 homolog B (C. elegans) 
STK40	ENSG00000196182	1	36805225	36851497	serine/threonine kinase 40 
LSM10	ENSG00000181817	1	36856839	36863493	LSM10, U7 small nuclear RNA associated 
OSCP1	ENSG00000116885	1	36881428	36916086	organic solute carrier partner 1 
MRPS15	ENSG00000116898	1	36921319	36930038	mitochondrial ribosomal protein S15 
CSF3R	ENSG00000119535	1	36931644	36948879	colony stimulating factor 3 receptor (granulocyte) 
GRIK3	ENSG00000163873	1	37261128	37499730	glutamate receptor, ionotropic, kainate 3 
ZC3H12A	ENSG00000163874	1	37940153	37949980	zinc finger CCCH-type containing 12A 
MEAF6	ENSG00000163875	1	37958176	37980375	MYST/Esa1-associated factor 6 
SNIP1	ENSG00000163877	1	38000050	38019903	Smad nuclear interacting protein 1 
DNALI1	ENSG00000163879	1	38022520	38032458	dynein, axonemal, light intermediate chain 1 
GNL2	ENSG00000134697	1	38032417	38061536	guanine nucleotide binding protein-like 2 (nucleolar) 
RSPO1	ENSG00000169218	1	38076951	38100595	R-spondin 1 
C1orf109	ENSG00000116922	1	38147242	38157914	chromosome 1 open reading frame 109 
CDCA8	ENSG00000134690	1	38158090	38175391	cell division cycle associated 8 
EPHA10	ENSG00000183317	1	38179552	38230805	EPH receptor A10 
MANEAL	ENSG00000185090	1	38259474	38266809	mannosidase, endo-alpha-like 
YRDC	ENSG00000196449	1	38268616	38273857	yrdC domain containing (E. coli) 
C1orf122	ENSG00000197982	1	38272651	38275126	chromosome 1 open reading frame 122 
MTF1	ENSG00000188786	1	38275239	38325292	metal-regulatory transcription factor 1 
INPP5B	ENSG00000204084	1	38326369	38412729	inositol polyphosphate-5-phosphatase, 75kDa 
SF3A3	ENSG00000183431	1	38422647	38456593	splicing factor 3a, subunit 3, 60kDa 
FHL3	ENSG00000183386	1	38462442	38471278	four and a half LIM domains 3 
UTP11L	ENSG00000183520	1	38474930	38490496	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) 
POU3F1	ENSG00000185668	1	38509523	38512450	POU class 3 homeobox 1 
RRAGC	ENSG00000116954	1	39303870	39325495	Ras-related GTP binding C 
MYCBP	ENSG00000214114	1	39328636	39347289	MYC binding protein 
GJA9	ENSG00000131233	1	39330175	39347289	gap junction protein, alpha 9, 59kDa 
RHBDL2	ENSG00000158315	1	39351479	39407471	rhomboid, veinlet-like 2 (Drosophila) 
AKIRIN1	ENSG00000174574	1	39456895	39471731	akirin 1 
NDUFS5	ENSG00000168653	1	39491990	39500308	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) 
MACF1	ENSG00000127603	1	39546988	39952849	microtubule-actin crosslinking factor 1 
KIAA0754	ENSG00000255103	1	39876151	39882154	KIAA0754 
BMP8A	ENSG00000183682	1	39957318	39991607	bone morphogenetic protein 8a 
PABPC4	ENSG00000090621	1	40026488	40042462	poly(A) binding protein, cytoplasmic 4 (inducible form) 
HEYL	ENSG00000163909	1	40089825	40105617	hairy/enhancer-of-split related with YRPW motif-like 
NT5C1A	ENSG00000116981	1	40124793	40137710	5'-nucleotidase, cytosolic IA 
HPCAL4	ENSG00000116983	1	40144320	40157361	hippocalcin like 4 
PPIE	ENSG00000084072	1	40157854	40229586	peptidylprolyl isomerase E (cyclophilin E) 
BMP8B	ENSG00000116985	1	40222854	40254533	bone morphogenetic protein 8b 
OXCT2	ENSG00000198754	1	40235195	40237020	3-oxoacid CoA transferase 2 
TRIT1	ENSG00000043514	1	40306723	40349183	tRNA isopentenyltransferase 1 
MYCL	ENSG00000116990	1	40361098	40367928	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog 
MFSD2A	ENSG00000168389	1	40420802	40435638	major facilitator superfamily domain containing 2A 
CAP1	ENSG00000131236	1	40505905	40538321	CAP, adenylate cyclase-associated protein 1 (yeast) 
PPT1	ENSG00000131238	1	40538379	40563375	palmitoyl-protein thioesterase 1 
RLF	ENSG00000117000	1	40627045	40706593	rearranged L-myc fusion 
TMCO2	ENSG00000188800	1	40711619	40717363	transmembrane and coiled-coil domains 2 
ZMPSTE24	ENSG00000084073	1	40723779	40759856	zinc metallopeptidase STE24 
COL9A2	ENSG00000049089	1	40766159	40783488	collagen, type IX, alpha 2 
SMAP2	ENSG00000084070	1	40810522	40888998	small ArfGAP2 
ZFP69B	ENSG00000187801	1	40915774	40929390	ZFP69 zinc finger protein B 
ZFP69	ENSG00000187815	1	40942887	40962015	ZFP69 zinc finger protein 
EXO5	ENSG00000164002	1	40974413	40982228	exonuclease 5 
ZNF684	ENSG00000117010	1	40997233	41013841	zinc finger protein 684 
RIMS3	ENSG00000117016	1	41086351	41131329	regulating synaptic membrane exocytosis 3 
NFYC	ENSG00000066136	1	41157320	41237275	nuclear transcription factor Y, gamma 
KCNQ4	ENSG00000117013	1	41249684	41306124	potassium voltage-gated channel, KQT-like subfamily, member 4 
CITED4	ENSG00000179862	1	41326729	41328018	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 
CTPS1	ENSG00000171793	1	41445007	41478235	CTP synthase 1 
SLFNL1	ENSG00000171790	1	41481269	41488909	schlafen-like 1 
SCMH1	ENSG00000010803	1	41492872	41707826	sex comb on midleg homolog 1 (Drosophila) 
FOXO6	ENSG00000204060	1	41827594	41849262	forkhead box O6 
EDN2	ENSG00000127129	1	41944446	41950344	endothelin 2 
HIVEP3	ENSG00000127124	1	41972036	42501596	human immunodeficiency virus type I enhancer binding protein 3 
GUCA2B	ENSG00000044012	1	42619092	42621495	guanylate cyclase activator 2B (uroguanylin) 
GUCA2A	ENSG00000197273	1	42628362	42630389	guanylate cyclase activator 2A (guanylin) 
FOXJ3	ENSG00000198815	1	42642210	42801548	forkhead box J3 
RIMKLA	ENSG00000177181	1	42846466	42888249	ribosomal modification protein rimK-like family member A 
ZMYND12	ENSG00000066185	1	42896000	42921938	zinc finger, MYND-type containing 12 
PPCS	ENSG00000127125	1	42921788	42939056	phosphopantothenoylcysteine synthetase 
CCDC30	ENSG00000186409	1	42929001	43120335	coiled-coil domain containing 30 
PPIH	ENSG00000171960	1	43124096	43142429	peptidylprolyl isomerase H (cyclophilin H) 
YBX1	ENSG00000065978	1	43148098	43168020	Y box binding protein 1 
CLDN19	ENSG00000164007	1	43198764	43205925	claudin 19 
LEPRE1	ENSG00000117385	1	43212006	43232755	leucine proline-enriched proteoglycan (leprecan) 1 
C1orf50	ENSG00000164008	1	43232940	43263968	chromosome 1 open reading frame 50 
CCDC23	ENSG00000177868	1	43272723	43282954	coiled-coil domain containing 23 
ERMAP	ENSG00000164010	1	43282795	43310660	erythroblast membrane-associated protein (Scianna blood group) 
ZNF691	ENSG00000164011	1	43312280	43318148	zinc finger protein 691 
SLC2A1	ENSG00000117394	1	43391052	43424530	solute carrier family 2 (facilitated glucose transporter), member 1 
FAM183A	ENSG00000186973	1	43610824	43622067	family with sequence similarity 183, member A 
